Company,Position,GL_Job,Dept
Resort On The Falls Inc,BARTENDER PT,554118025-Bartender,124501 - Banquets
Resort On The Falls Inc,Bq Cashier FT,554218025-Cash Bar Cashier Wages,124501 - Banquets
Resort On The Falls Inc,Bq Server FT,554418025-Server Wages,124501 - Banquets
Resort On The Falls Inc,Bqt Mngr,520018025-Supervisor Wages,124501 - Banquets
Resort On The Falls Inc,Bqt Supervisor PT,520018025-Supervisor Wages,124501 - Banquets
Resort On The Falls Inc,Director of F&B,510018025-Mgmt Salaries,124501 - Banquets
Resort On The Falls Inc,LH Porter 1 FT,554318025-Porters Wages,124501 - Banquets
Resort On The Falls Inc,Porter FT,554318025-Porters Wages,124501 - Banquets
Resort On The Falls Inc,Porter LH 2,554318025-Porters Wages,124501 - Banquets
Resort On The Falls Inc,Red Coat Jr,520018025-Supervisor Wages,124501 - Banquets
Resort On The Falls Inc,Accounting Asst,530018077-Salaries,127000 - 127000-Accounting
Resort On The Falls Inc,Accounting Clerk,530018077-Salaries,127000 - 127000-Accounting
Resort On The Falls Inc,Acct Payable,530018077-Salaries,127000 - 127000-Accounting
Resort On The Falls Inc,Acct Receivable,530018077-Salaries,127000 - 127000-Accounting
Resort On The Falls Inc,Acctng Sup,540017077-MFV Accounting,127000 - 127000-Accounting
Resort On The Falls Inc,Cash Clrk FT,530018077-MFVAccounting,127000 - 127000-Accounting
Resort On The Falls Inc,Cashier,510018077-Salaries,127000 - 127000-Accounting
Resort On The Falls Inc,Controller,510018077-Management Salaries,127000 - 127000-Accounting
Resort On The Falls Inc,CORP ACCOUNTANT FT,530018077-Salaries,127000 - 127000-Accounting
Resort On The Falls Inc,Fin Analyst,540017077-MFV Accounting,127000 - 127000-Accounting
Resort On The Falls Inc,Finance Clrk,530018077-MFVAccounting,127000 - 127000-Accounting
Resort On The Falls Inc,Inc Adit,530018077-Salaries,127000 - 127000-Accounting
Resort On The Falls Inc,MFV A_R FT,530018077-MFV Accounting,127000 - 127000-Accounting
Resort On The Falls Inc,MFV Payroll Admin,530017079-Marriott Payroll,127000 - 127000-Accounting
Resort On The Falls Inc,Payroll Administrator,530018077-Salaries,127000 - 127000-Accounting
Resort On The Falls Inc,I.T Manager,530018074 IT,127004 - IT System
Resort On The Falls Inc,Jr IT Specialist,530018074 IT,127004 - IT System
Resort On The Falls Inc,Security,540018078-Security Wages,127068 - Security
Resort On The Falls Inc,SECURITY FT,540018078-Security Wages,127068 - Security
Resort On The Falls Inc,HR,530018076-Salaries,127200 - HR
Resort On The Falls Inc,HR Coordinator FT,530018025-Hourly Wage-HR,127200 - HR
Resort On The Falls Inc,Asst Cat Mg,530018025-Sup Salaries,127301 - GW Catering
Resort On The Falls Inc,Conf Service Mgr,530018025-Sup Salaries,127301 - GW Catering
Resort On The Falls Inc,DIR EVENTS & CONF SERV,510518025-BOH Mgmt Sal,127301 - GW Catering
Resort On The Falls Inc,Dir of Conference,510518025-BOH Mgmt Sal,127301 - GW Catering
Resort On The Falls Inc,EVENTS ADMIN FT,551127020-Events Admin Hrly,127301 - GW Catering
,,,
1788731 Ontario Inc,1st Yr App FT,554427020-Server Wages,132501 - Milestone's Dining Rm
1788731 Ontario Inc,Bartender FT,554127020-Bartenders,132501 - Milestone's Dining Rm
1788731 Ontario Inc,Busperson FT,554927020-Busperson,132501 - Milestone's Dining Rm
1788731 Ontario Inc,D_R HOST FT,546027020-Seater_Greeter,132501 - Milestone's Dining Rm
1788731 Ontario Inc,F&B Outlet Asst Mngr,510027020-FOH Mgmt Salaries,132501 - Milestone's Dining Rm
1788731 Ontario Inc,F&B Outlet Mngr,510027020-FOH Mgmt Salaries,132501 - Milestone's Dining Rm
1788731 Ontario Inc,F&B Outlets SV,520027020-FOH Sup Wages,132501 - Milestone's Dining Rm
1788731 Ontario Inc,FBO SUPERVISOR,520027020-FOH Sup Wages,132501 - Milestone's Dining Rm
1788731 Ontario Inc,FOH ASSISTANT MANAGER FT,510027020-FOH Mgmt Salaries,132501 - Milestone's Dining Rm
1788731 Ontario Inc,Server FT,554427020-Server Wages,132501 - Milestone's Dining Rm
1788731 Ontario Inc,1st Yr App FT,551127020-Line Cooks,132508 - Milestone's Kitchen
1788731 Ontario Inc,2nd Yr App FT,551127020-Line Cooks,132508 - Milestone's Kitchen
1788731 Ontario Inc,3rd Yr App FT,551127020-Line Cooks,132508 - Milestone's Kitchen
1788731 Ontario Inc,COOK 1 FT,551127020-Line Cooks,132508 - Milestone's Kitchen
1788731 Ontario Inc,COOK 2 FT,551127020-Line Cooks,132508 - Milestone's Kitchen
1788731 Ontario Inc,COOK 3 FT,551127020-Line Cooks,132508 - Milestone's Kitchen
1788731 Ontario Inc,Jr Sous Chef,520527020-BOH Sup Wages,132508 - Milestone's Kitchen
1788731 Ontario Inc,KitchenN.Clnr FT,871627020-Cleaning Wages MS,132509 - Milestone's Stewards
1788731 Ontario Inc,Steward FT,554627020-Dishwasher,132509 - Milestone's Stewards
